Entry	yourlist:M20200101216DA2B77BFBD2E6699CA9B6D1C41EB26D9AB2D
Q92521	114870
Q32NB8	114871
Q92530	114872
Q02241	114873
P24588	114874
P57082	114875
Q9Y6M7	114876
Q2Y0W8	114877
Q9UBF9	114878
Q9Y5V3	114879
Q9UNE2	114880
Q96GT9	114881
O75173	114885
O15072	114886
O95450	114887
Q9UHI8	114888
O75439	114889
P51116	114890
Q99999	114891
Q9Y2K9	114892
Q99732	114893
O15270	114894
Q99988	114895
P62380	114896
P55786	114897
O43324	114898
O15126	114899
Q9NZ01	114900
O75351	114901
O75352	114902
O95249	114903
Q9BXS4	114904
Q9UL15	114905
O95429	114906
O95817	114907
O95816	114908
O15160	114909
O75437	114910
O60234	114911
O14684	114912
O14683	114913
O14681	114914
Q53FA7	114915
Q86X95	114916
O14511	114917
Q8IVU1	114918
O95716	114919
O96018	114920
O95715	114921
O75348	114922
P56134	114923
O75391	114924
O75394	114925
O75396	114926
O75367	114927
P56378	114928
Q86WJ1	114929
O75436	114930
Q8NHW4	114931
Q9UNW1	114932
O95479	114933
P56945	114934
O00178	114937
O75899	114938
Q9UHL9	114939
O14653	114940
P20393	114941
Q9NR23	114942
O15516	114944
O75602	114945
Q9NXR7	114946
Q9Y5S2	114947
Q9UN79	114948
Q4J6C6	114949
Q9UH17	114950
Q9Y227	114951
Q14498	114952
Q96Q89	114953
Q02930	114954
Q15013	114955
P30041	114956
Q15007	114957
Q02952	114958
Q9BTL4	114959
O60759	114961
O00562	114965
P13667	114966
Q9Y4A8	114967
Q9UBS8	114968
Q9Y2B5	114969
Q16568	114970
O95755	114971
Q13671	114972
O75376	114973
Q9Y618	114974
Q9Y2T3	114976
Q9UBF6	114977
O75570	114978
Q9BUZ4	114979
P45844	114980
Q9NYQ6	114981
Q9Y5K2	114982
O95988	114983
Q6ZMQ8	114984
Q9Y6H5	114986
P49758	114987
O95837	114989
O75694	114990
P53992	114991
Q9Y4I5	114992
Q9UQC9	114994
P05161	114995
Q9UHY8	114996
Q99689	114997
O15013	114998
Q92610	114999
Q14164	115000
Q15014	115001
Q5TCZ1	115002
O94851	115003
Q6PD62	115004
P49593	115005
Q8IWJ2	115006
Q5JS13	115007
Q15390	115008
O75038	115009
Q6PGP7	115010
Q7LGA3	115011
Q14679	115012
O75159	115013
Q14676	115014
Q15051	115015
Q92618	115016
Q5VU43	115017
Q66GS9	115018
Q92539	115019
Q9Y4F3	115020
Q86Y13	115021
Q14151	115022
O94892	115023
O60841	115024
O94829	115025
O75056	115027
Q96H78	115028
Q15053	115029
O43156	115030
Q6PFW1	115031
O94880	115032
Q14153	115033
O75140	115034
O75164	115035
O75113	115036
Q15048	115037
Q14677	115038
Q14135	115039
Q4ZG55	115040
Q8N1F7	115041
Q7L1Q6	115042
Q15386	115043
O15091	115044
Q9Y4G8	115045
Q15006	115046
Q92611	115047
Q5TZA2	115048
Q15035	115049
Q14671	115050
Q9UQ26	115051
Q14674	115052
O75170	115053
Q86XR8	115054
Q14667	115055
Q14147	115056
Q8IYT8	115058
Q9Y5G5	115059
Q15011	115060
O15063	115061
Q92622	115062
Q92738	115063
Q86XD5	115064
O60306	115065
O43304	115066
Q86TH1	115068
A2RUR9	115069
O60269	115070
O75052	115071
Q5TAP6	115073
O94886	115074
O15015	115075
O75154	115076
Q93073	115077
Q6ZU52	115078
Q9Y4B6	115079
O60308	115080
Q8N1I0	115081
Q15020	115082
Q9UKV0	115083
P50748	115084
Q70CQ2	115085
Q5JY77	115086
O43303	115087
O15047	115088
Q15012	115089
Q96RY7	115090
A7KAX9	115091
Q15027	115092
O15090	115093
Q9BQT9	115094
Q9Y4C2	115095
Q9H2G2	115096
O75167	115097
Q9Y4F9	115098
O15079	115099
Q9Y5H5	115100
Q92502	115102
A7MCY6	115103
Q9UMN6	115104
Q14CM0	115105
P56524	115106
O94900	115107
Q14165	115108
O60299	115109
O60268	115110
Q7Z3T8	115111
Q92537	115112
Q92613	115113
Q15004	115114
P50749	115115
Q92565	115116
Q12767	115117
Q9NYF8	115118
P38919	115119
O75143	115120
Q92544	115121
Q92628	115122
Q92609	115123
Q92508	115124
P50876	115125
P43243	115126
Q9UJD0	115127
Q15036	115128
Q92620	115129
Q9BVV6	115130
Q15398	115131
O43312	115132
Q15005	115133
Q14692	115134
P48651	115135
Q14140	115136
Q14008	115137
Q92585	115138
Q92561	115139
Q93075	115140
P53990	115141
P49406	115142
Q15038	115143
Q15388	115144
Q12765	115145
Q92563	115146
Q92551	115147
O75150	115149
O43310	115150
Q14154	115151
O75071	115152
A8K8P3	115153
Q14161	115154
Q14146	115155
Q14145	115156
Q9BVL2	115157
O75157	115158
Q14999	115159
Q8TDY2	115160
Q7L311	115161
Q6P4F7	115162
Q9UM82	115163
O15085	115164
Q92546	115165
Q96PE2	115166
O75061	115167
Q14142	115168
O75123	115169
Q96AA8	115170
Q14680	115171
O60294	115173
Q14691	115174
O60315	115175
A2RU30	115176
O43167	115177
Q9Y4G2	115178
Q9BQS7	115179
Q92556	115180
Q9UQC2	115181
Q86YS7	115182
Q6AHZ1	115184
Q2KHM9	115185
Q7L775	115186
Q8N2Y8	115187
O14523	115188
O94887	115189
Q5VV43	115190
Q5VT06	115191
Q5T8A7	115192
Q5SW79	115193
O94898	115194
Q15008	115195
O75448	115196
Q86UL8	115197
O43164	115200
O94826	115201
Q15047	115202
O15033	115203
O94855	115204
O94868	115205
Q9UKI8	115206
O60287	115207
O75152	115208
O94842	115209
Q7L014	115210
O15060	115211
O15050	115212
O60343	115213
Q96HA1	115214
A6NMS7	115215
Q9H1P3	115216
O94844	115217
Q92540	115218
O75132	115219
Q7Z2D5	115220
O60285	115221
O60641	115222
Q9Y4R8	115223
O15040	115224
Q92562	115225
Q12768	115226
Q14157	115227
Q7L1I2	115228
Q7L0J3	115229
O43295	115230
Q9UBG0	115231
Q9UJP4	115232
Q9Y4C8	115233
O43147	115234
P0CK97	115235
O43299	115236
Q9UN86	115237
O75064	115238
B7ZAP0	115239
Q5R372	115239
O75069	115240
Q17R89	115241
O94864	115242
Q9HBZ2	115244
O75063	115245
Q15021	115246
O15027	115247
Q8N5U6	115249
Q6DN90	115250
Q9NUA8	115251
Q504Q3	115252
O15062	115253
Q92604	115254
O95140	115255
Q15058	115256
Q15040	115257
Q15397	115259
Q15391	115260
Q9Y5Q3	115261
Q8IX05	115262
Q6PJP8	115263
P42331	115264
Q9Y5S9	115265
Q9Y238	115266
Q9Y2C4	115267
O75191	115268
O95747	115269
O94808	115270
O95825	115271
O60732	115272
O75083	115273
Q9Y4X0	115274
Q8TBA6	115275
Q9Y662	115278
Q9Y663	115280
Q9Y278	115281
O14792	115282
Q9Y4E8	115283
Q9Y6I4	115285
Q14764	115286
Q9UGH3	115287
Q9UHI7	115288
O95750	115290
O95150	115291
Q9Y2W1	115292
Q93074	115293
Q9UHV7	115294
Q14994	115295
Q96RI1	115296
P49790	115297
O14618	115298
Q14995	115299
Q92478	115300
P62877	115301
Q9Y3R5	115302
Q14512	115304
Q96FV9	115305
O95072	115306
Q9Y256	115307
O14979	115308
Q9Y222	115309
Q8TF05	115310
Q9UHW9	115311
O95758	115312
Q9Y6J6	115313
P98153	115314
Q9UKL3	115315
O43819	115317
Q9Y243	115318
O75586	115319
Q9Y5X4	115320
Q9Y3Q0	115321
O14734	115323
Q8IZP0	115324
P46926	115325
Q9Y6H6	115326
Q86T24	115327
Q92844	115328
Q9HD15	115329
Q9UBN7	115330
Q9UQL6	115331
Q8WUM4	115332
O75340	115333
Q9HD36	115334
O43521	115335
Q9UQQ2	115336
Q9Y223	115337
Q9Y3Q4	115338
Q9Y5Q6	115339
Q92837	115340
Q12815	115341
Q9Y2X0	115342
Q92643	115343
Q13111	115349
Q9UGN5	115350
Q9Y6F1	115351
O75674	115352
Q9UGU5	115353
O60784	115354
Q8N5H7	115355
Q9BRG2	115356
Q13495	115357
Q96S59	115359
O75190	115360
Q9Y2C5	115361
Q9NTJ3	115362
P36383	115363
Q9Y6Q5	115364
Q9UBT2	115365
Q9UBE0	115366
Q9NSD9	115367
O15440	115368
Q9NP58	115369
O00429	115370
O60706	115371
Q9UG63	115372
Q13133	115373
Q14061	115374
O15127	115377
O14828	115378
O95998	115379
P57060	115380
Q9UKN1	115382
Q9NY33	115383
O95149	115384
Q7Z6Z7	115385
Q92729	115386
Q9Y5U2	115388
O75110	115389
Q8N8D1	115390
Q9Y625	115391
Q9Y6N9	115392
O60828	115393
O43854	115394
Q9Y5P4	115396
Q9Y2U2	115397
Q9Y2C2	115398
O15511	115399
O15145	115401
O15143	115402
P61158	115403
P61160	115404
P62079	115405
O60637	115406
O60636	115407
Q9Y5Y2	115408
P43897	115409
O60635	115410
P30405	115411
O14595	115412
Q9UDY6	115413
O15144	115415
Q9HBY8	115416
Q92878	115417
O95235	115418
Q9HCU5	115419
Q9H422	115420
Q9UK73	115421
P42025	115424
P61163	115425
P56559	115427
P40617	115428
O95267	115429
O96015	115430
O14978	115431
P42704	115432
Q5TBA9	115433
Q15084	115434
Q12931	115435
Q96CV9	115436
P51572	115437
P43490	115438
P09093	115439
Q9NTZ6	115440
Q8IY57	115441
Q13795	115442
P50616	115443
Q99440	115444
Q99996	115445
O75596	115446
O94988	115447
Q13283	115448
Q8IX01	115449
Q14213	115450
Q5VZF2	115452
Q9NYB9	115454
Q03701	115455
O60486	115456
Q13263	115457
O43374	115458
Q9UDR5	115459
Q13113	115460
O75787	115461
Q9Y4F1	115462
P43657	115463
Q6P1A2	115464
Q9Y6W5	115465
Q8NCG5	115466
Q9UJS0	115467
Q9Y619	115468
O14709	115470
P84101	115471
Q9BPW9	115472
Q9Y2P8	115473
Q9Y2P7	115474
O60504	115475
Q9UKZ4	115477
Q9Y580	115478
P78332	115479
P52756	115480
Q07912	115485
Q86V81	115486
O14530	115487
Q9H4P4	115488
Q6ZSZ6	115489
Q92685	115490
O60678	115491
P61289	115492
Q99550	115493
O00566	115494
Q99547	115495
O75414	115496
Q13268	115497
Q16602	115498
P61970	115499
O60487	115500
O60858	115501
Q8NI35	115502
Q5W0Q7	115503
P41567	115504
Q9NS56	115505
O75955	115506
O00148	115507
O00487	115508
Q99909	115509
Q13516	115510
Q92954	115511
O15194	115512
O43827	115513
Q96E93	115514
O95390	115515
Q96RU8	115516
Q99795	115517
Q9Y2A4	115518
P40200	115519
O60664	115520
Q14728	115521
O43752	115522
Q99807	115523
Q14206	115525
Q13421	115526
Q53EV4	115527
Q7LDG7	115529
O43390	115530
P78383	115531
P61962	115532
P59780	115533
Q92665	115534
Q13137	115535
Q9Y691	115536
Q9NQX3	115537
Q7Z6M1	115538
O60830	115539
O00624	115540
P52758	115541
O75817	115542
Q6IB77	115543
Q8IYB3	115544
O43610	115545
O43609	115546
O43597	115547
O75886	115548
Q969H4	115550
O15439	115551
Q7Z401	115552
O95976	115553
Q15427	115554
O75956	115555
O60895	115557
O60894	115558
O60896	115559
O75844	115560
O43823	115561
O95633	115562
Q9UNE7	115563
Q8WVM7	115564
Q7Z628	115565
O95155	115566
O43281	115567
Q9NQE7	115568
Q99720	115569
P56555	115570
O15155	115571
Q6UX04	115572
O00422	115573
O75940	115574
O75934	115575
P49795	115576
O60739	115578
Q15772	115579
Q15459	115580
Q9BWF2	115581
O60884	115582
O14874	115583
Q7L5Y9	115584
O95996	115585
O96013	115586
O60337	115587
Q9BVA0	115588
O75971	115590
O95704	115593
Q14586	115594
P22674	115595
O14972	115596
Q13488	115597
O95197	115598
O43813	115599
Q9HB89	115600
Q15025	115602
Q9Y6N6	115603
Q13422	115604
P54108	115605
Q6GMV2	115606
O60662	115607
Q5VZM2	115608
O00241	115609
Q5TFQ8	115609
P14550	115610
O43402	115611
Q9Y2B1	115612
Q9Y2B0	115613
Q9Y2A9	115614
Q9H2X3	115615
Q9Y2C9	115616
Q9Y6F6	115617
Q3KNV8	115618
Q92734	115624
Q9NTG1	115625
Q9Y258	115626
Q13061	115627
Q8IYM9	115628
Q8IZY2	115629
Q8WWZ4	115630
Q8IUA7	115631
Q9UGM6	115633
O75607	115640
Q86SE8	115641
Q9P0W2	115642
Q9NP66	115643
Q9Y5W3	115645
Q9BPX6	115646
O60359	115647
Q9Y698	115648
Q99967	115649
Q14563	115650
P68363	115651
Q00978	115652
O95861	115653
Q13509	115654
P04350	115655
P68371	115656
O00478	115657
Q8WVV5	115658
Q9BX26	115660
Q9UQR0	115661
Q9Y6K0	115662
Q9UQ03	115663
Q9Y239	115664
Q9UM13	115665
Q9Y2Y8	115666
Q96QB1	115667
Q9Y2Q0	115668
Q92597	115669
P24844	115670
P63244	115671
Q9UBM1	115672
Q9Y6X2	115673
Q9Y274	115674
O14777	115675
Q14508	115677
P80723	115680
Q01628	115681
O95398	115682
O95478	115683
P46937	115684
Q9BUD6	115686
O14744	115688
Q96S53	115689
O95400	115690
Q9BSL1	115691
O14735	115692
O15173	115693
O95376	115694
Q96CW5	115695
O95487	115696
Q9UEE9	115697
Q9BVK8	115698
O75608	115701
O14613	115702
Q92979	115703
P13284	115704
Q13901	115705
Q99784	115706
Q99595	115707
Q92802	115708
Q7Z7L7	115709
Q96EZ8	115710
O75325	115711
Q92520	115712
P42765	115713
Q9UNP9	115714
Q9UKW4	115715
O96008	115716
Q15750	115717
O75521	115718
O00165	115719
Q14956	115720
Q9UQB8	115721
Q9UI95	115722
Q9Y6A5	115723
Q12866	115724
Q8IUN9	115725
Q6PML9	115726
Q8WXW3	115727
O43447	115728
Q9UP83	115729
O43257	115730
P19883	115731
O43615	115732
O15212	115734
Q99592	115735
O00479	115736
O75528	115737
O00635	115738
O75947	115739
Q969T4	115740
O43808	115741
Q92581	115742
Q7L2H7	115743
Q92826	115744
Q9UBU9	115745
Q15437	115746
Q15436	115747
P40123	115749
Q01518	115750
O43889	115751
Q15345	115752
Q9UEU0	115753
O75718	115754
O60506	115755
Q99536	115756
O00506	115757
Q16206	115758
O14795	115759
Q86X55	115760
Q15596	115761
O95754	115764
Q92854	115766
Q99985	115768
Q92624	115769
Q9BQG0	115770
Q9UBX5	115771
Q5XX13	115772
O75838	115773
Q99828	115774
Q13398	115775
Q92841	115776
O75398	115777
Q8IWX8	115778
Q92993	115779
Q9Y4L1	115780
O15397	115781
O95373	115782
O00567	115783
O76041	115784
Q5JRX3	115786
O95352	115787
O60232	115788
O75792	115789
Q8IVL6	115790
O15205	115791
Q16520	115792
O76003	115793
Q13561	115794
Q92688	115795
O43504	115796
Q9UNN8	115797
O15321	115799
Q13162	115800
O75915	115801
O95994	115802
Q92747	115803
Q9BUP3	115804
Q99943	115805
O15120	115806
P78346	115807
P78345	115808
O15269	115809
P78382	115810
O60779	115811
Q8TCB0	115812
Q6UX06	115813
O43927	115814
Q9Y6D5	115815
Q9Y6D6	115816
O75969	115817
Q9UI14	115818
O95436	115819
O95391	115820
O14531	115821
O15304	115823
Q13084	115824
Q99832	115825
P50991	115826
P78371	115827
P61916	115828
P22749	115829
O95359	115830
Q9BX66	115831
Q01629	115832
Q9Y6Z7	115833
Q9Y6A1	115834
Q9Y586	115835
Q9NNW7	115836
P49914	115837
Q14919	115838
O76038	115839
O43598	115840
O95347	115841
Q6P2Q9	115842
O95433	115846
Q9Y6L6	115847
Q9Y5T5	115848
Q9UKI2	115849
O14492	115850
Q9H074	115851
P22234	115852
Q12788	115853
Q14582	115854
Q92791	115855
Q9UJ37	115856
Q96HC4	115857
O75382	115858
O75477	115859
O94992	115860
Q96R06	115861
Q9BYM8	115862
O95630	115863
O43493	115864
Q8IVW6	115865
Q9H1D9	115866
O15318	115867
Q9BUI4	115868
Q9Y6Y0	115869
O95361	115870
P19105	115871
Q9H3M7	115872
Q9Y6J9	115873
Q86YL7	115874
Q15063	115875
O75964	115876
Q92737	115877
Q99501	115878
Q96B01	115879
O43566	115880
O75610	115881
O00471	115884
Q8WTW4	115885
Q9NZI8	115886
O00425	115887
Q9Y6M1	115888
Q96RR4	115889
O95969	115891
O95968	115892
Q96N28	115893
O75431	115894
O15498	115895
O43291	115896
Q15126	115897
Q9Y5R5	115898
O75525	115899
Q07666	115900
Q92879	115901
O95319	115902
P52954	115903
Q13351	115904
P49711	115906
Q5SRN2	115907
Q15762	115908
O95363	115909
Q99675	115910
Q7L523	115912
O00399	115913
Q14344	115914
Q9Y275	115915
O95196	115917
O75366	115918
Q9NY97	115919
O14775	115920
Q15125	115921
Q9Y5I7	115925
Q9UL42	115926
Q9Y231	115929
Q9Y692	115930
Q92526	115932
P50990	115933
Q9BT09	115934
P81408	115938
Q53GS9	115939
Q15054	115940
P27544	115941
Q16650	115942
Q9Y6B7	115943
P56975	115944
O75310	115945
O75417	115946
Q9Y666	115947
O60502	115948
O94916	115949
Q9Y266	115950
Q15185	115952
Q96TA2	115954
Q9UL49	115955
O00444	115956
Q9UJ98	115957
Q8N3U4	115958
Q9NPC8	115959
O75679	115961
O75678	115962
O75884	115964
Q9Y5P3	115965
Q7Z5J4	115966
Q9NZH5	115967
Q9UMS5	115968
Q9Y2U5	115969
O00187	115970
O43896	115972
Q13588	115973
O00533	115975
O14908	115978
O43734	115979
Q9HBJ0	115981
Q9UKX7	115982
P48681	115983
Q9UGL1	115984
Q14106	115985
Q9Y450	115986
O43865	115987
Q9NYY3	115988
Q15326	115989
O75494	115990
Q15916	115991
O95707	115993
P56211	115994
Q9UBL0	115995
Q14588	115997
Q14584	115998
Q96GC6	115999
Q9HC98	116000
P57081	116001
Q9Y2A7	116003
Q13576	116004
O95183	116007
Q14593	116008
Q14592	116009
Q14587	116010
P13995	116011
O75818	116013
Q9Y271	116014
Q9UHD8	116015
O95486	116016
O95452	116018
Q86SQ7	116020
Q96C92	116021
Q92598	116022
Q9Y365	116023
Q9UPY6	116024
Q86UR1	116025
Q9BVJ6	116026
Q6PUV4	116027
O14810	116028
P49223	116029
O43559	116030
Q8WU20	116031
Q9UQ49	116038
Q96IV6	116039
Q9NRY5	116040
Q9NSD4	116051
O75891	116052
O95954	116053
O96001	116054
Q9BSJ2	116055
O76031	116056
Q9Y233	116057
Q6ZRS2	116058
Q8WUF5	116059
O15446	116060
Q9Y251	116066
Q9Y230	116067
O00264	116068
Q9Y6A2	116069
Q8NHL6	116070
Q9H2B4	116071
Q9UKQ2	116072
Q03989	116074
O75954	116076
Q9Y2K6	116077
O94966	116078
Q9UBK5	116079
Q08708	116080
Q16798	116081
P48645	116082
Q14314	116083
Q92496	116085
Q02985	116086
P02814	116087
Q9Y614	116088
Q9Y615	116089
O75973	116090
Q9NP92	116091
Q9UNX4	116092
P61026	116096
Q9UBK2	116097
Q9UDY8	116098
Q9Y5Y7	116100
O95070	116103
O95639	116104
O76095	116105
Q59EK9	116106
Q9BTZ2	116107
Q9H0E9	116108
A4FU01	116109
P62952	116110
O60476	116111
O14545	116112
P83876	116113
Q8IY17	116114
Q9Y2Z0	116115
O95399	116116
O95257	116117
Q9UNE0	116118
P51003	116119
O14776	116120
Q9UNF1	116121
Q6UXE8	116122
Q96KQ7	116123
Q99627	116124
Q15287	116125
Q14296	116126
P53999	116127
Q92484	116128
Q9UBU7	116129
Q9Y657	116130
Q15311	116131
Q9BRL6	116132
Q9Y235	116133
Q9UBU8	116134
P30048	116136
Q9H4M9	116138
Q9Y4W6	116139
Q99575	116140
Q9Y6M0	116142
Q8N5Y2	116143
O00193	116144
P24390	116145
Q12874	116146
P53677	116147
Q14849	116148
Q13151	116149
Q14201	116150
P83916	116151
P60468	116152
Q15785	116153
Q14554	116154
Q13530	116155
Q13438	116156
Q12796	116157
Q15363	116158
Q12907	116159
P30040	116160
Q13015	116161
P31948	116162
Q53G44	116163
P49753	116164
Q12829	116165
Q99848	116166
Q07065	116167
P27348	116168
P49755	116169
Q8N3C0	116170
Q15847	116171
O14957	116172
Q92989	116174
Q96AC1	116175
Q7L5N1	116176
Q13637	116177
Q15555	116178
Q14094	116179
Q92616	116181
Q92905	116183
P50579	116184
Q16891	116185
O75023	116186
Q99624	116187
Q13435	116188
A1L0T0	116190
Q9Y2P5	116191
Q6P1M0	116192
Q5K4L6	116193
O14975	116194
Q99661	116195
Q9NQ38	116196
Q8NHJ6	116197
Q15834	116198
Q13007	116199
P48060	116200
Q86UE8	116201
Q9UBX7	116202
P33947	116204
O43731	116205
P17544	116206
Q8WVK2	116207
Q13445	116208
O43766	116209
Q9BW83	116210
Q15286	116211
Q9Y2W6	116212
O75019	116214
Q6PI73	116215
Q8N6C8	116216
Q93062	116220
Q13636	116221
O75689	116222
P60981	116223
Q9Y572	116224
Q9UNN4	116225
Q9Y6Q2	116226
Q9P1W9	116228
O43505	116229
Q9UJV3	116231
Q5XG87	116232
O00322	116233
Q76EJ3	116234
Q16186	116235
O43809	116237
Q16630	116238
Q9NZT2	116239
Q9BS86	116240
Q9Y2R4	116241
P08910	116242
Q9H0M0	116243
O00308	116244
O75829	116245
O95620	116246
O94993	116247
Q7Z7A1	116248
O00762	116249
Q16560	116250
Q9NTK1	116251
O14569	116252
Q8WZA2	116253
Q12893	116254
O95147	116255
Q92547	116256
Q9BZY9	116257
Q93045	116258
O94811	116259
O75031	116260
Q9H2D6	116261
O15258	116262
Q9UDY4	116263
O60938	116264
Q9NQ30	116265
Q9BTC0	116266
Q9UKF2	116267
P61964	116272
Q96E40	116273
Q9UGQ2	116275
Q9UNA0	116277
O15504	116278
O95084	116279
Q16825	116280
Q9BUJ2	116281
O95260	116282
O95059	116283
Q13601	116284
O75449	116285
Q9NQW5	116286
Q9NQX1	116287
Q9UKN5	116288
P31937	116289
O14578	116290
O95684	116291
Q9Y6C2	116292
P78410	116293
O00481	116294
Q7KYR7	116295
O14522	116296
Q9UKA8	116297
Q9UNN5	116298
O95971	116299
Q9Y496	116300
O14802	116301
Q8N2M8	116302
O95229	116303
Q9UMQ6	116304
Q9HC96	116305
Q9Y664	116306
Q00587	116308
P82251	116309
Q13610	116310
O95759	116311
Q16543	116312
Q9NZN1	116313
Q9Y2B9	116314
O95251	116315
Q14565	116316
P53816	116317
Q92990	116318
Q9XRX5	116319
Q8NE79	116321
P31146	116322
Q9Y484	116323
Q9BVA6	116324
Q9Y587	116325
O75112	116326
O75365	116327
P62312	116328
Q9UNT1	116329
Q9UBK7	116330
O94905	116331
Q9UKR5	116332
P53370	116333
Q9NZJ9	116334
Q9UKK9	116335
O95989	116336
Q9Y651	116337
Q12841	116338
O75475	116339
O75717	116340
O95990	116341
Q9Y3F4	116342
Q9Y581	116343
Q9UKP4	116344
Q9UKP5	116345
Q9UIF9	116346
Q9NRL2	116347
Q9Y250	116348
Q9NRM2	116349
Q9NNW5	116350
O43280	116351
Q9UGQ3	116352
Q9Y4K4	116353
Q92918	116354
O95050	116355
Q9NS23	116356
Q9Y446	116357
Q9Y2I1	116358
Q5SZQ8	116359
Q9BV73	116360
O75554	116363
Q9NUT2	116364
Q9Y6Y8	116365
Q9Y5W5	116366
Q9Y5B9	116367
Q9UJ72	116368
O96017	116369
Q9UNA4	116370
O60259	116371
Q9ULW2	116380
O94903	116381
Q9Y616	116382
Q12802	116383
Q9UKA4	116384
O43572	116385
Q9UHI6	116387
Q9BQ50	116388
Q9Y6W6	116389
P09001	116390
P42766	116392
Q8NCL4	116393
Q7Z7M9	116394
Q8NHQ8	116395
O60831	116396
Q9UGP8	116397
Q9UHN1	116398
Q9UPZ3	116399
Q9BUL8	116400
Q8WU17	116401
Q9Y225	116402
Q9Y2D0	116403
Q9UKY1	116406
O95158	116408
O95157	116409
O95156	116410
Q9Y5Y4	116412
Q9UNF0	116413
Q9UKM7	116414
Q9Y5N1	116416
O75935	116418
Q4L180	116419
O43592	116420
Q99653	116421
Q13342	116422
Q9Y6I8	116423
Q9UNI6	116424
Q96H20	116425
Q9UMR2	116426
Q8IXM6	116427
Q16378	116428
Q8WWM7	116429
Q9UMW8	116430
O95198	116431
Q9UMZ2	116432
Q9NSU2	116433
Q9Y4X4	116434
O95600	116435
P78424	116437
Q9UQ53	116438
P98187	116439
Q96T60	116440
Q9UBV7	116441
O94956	116442
Q9NRW7	116443
O95372	116444
Q9UGN4	116445
Q99497	116446
O14579	116447
Q9UBG7	116448
O95905	116450
Q9UM21	116451
Q9HCN4	116452
Q7Z403	116453
Q86XP3	116454
Q9Y279	116455
O95302	116456
Q15208	116457
Q99895	116458
Q99623	116459
O00154	116460
Q13442	116461
O75896	116462
Q13185	116463
O60645	116464
O95166	116465
P26368	116466
O43482	116467
Q96B26	116468
O75711	116469
O43567	116470
Q99685	116471
Q6IBS0	116472
P60520	116473
Q8N3V7	116474
O15234	116475
Q14112	116476
Q14746	116477
O14948	116478
A4D0S4	116479
P62070	116480
Q9UKX5	116481
Q14CN2	116482
Q9H0D6	116483
Q9UKT9	116484
Q9UKS7	116485
O14807	116486
Q9Y2D1	116487
P61923	116495
Q9Y678	116496
Q14644	116497
Q8WV24	116498
Q9Y483	116499
O95757	116500
O75937	116501
Q9UHX1	116502
Q9UPN6	116503
Q8NFZ3	116504
Q5TB80	116506
Q9Y2D9	116508
Q9Y2G7	116509
O94955	116510
Q53SF7	116511
Q7L0R7	116512
Q9Y2H0	116513
Q7L804	116514
Q8WY54	116515
Q5SYB0	116516
Q9UPQ8	116517
Q7L8A9	116518
Q8TCN5	116519
Q2M2I8	116520
Q8NE35	116521
Q6IQ32	116522
Q9UPS8	116523
Q8IWU2	116524
Q9Y2I2	116525
Q86X52	116526
Q9UPZ9	116527
O94910	116528
Q9C000	116529
Q9Y2H6	116530
Q6ZNE5	116531
Q9Y2K5	116532
O94933	116533
Q8WXI2	116534
Q9NYY8	116535
