Entry	Entry name	Gene names
P63146	UBE2B_HUMAN	UBE2B RAD6B
P63165	SUMO1_HUMAN	SUMO1 SMT3C SMT3H3 UBL1 OK/SW-cl.43
P63167	DYL1_HUMAN	DYNLL1 DLC1 DNCL1 DNCLC1 HDLC1
P63208	SKP1_HUMAN	SKP1 EMC19 OCP2 SKP1A TCEB1L
P63241	IF5A1_HUMAN	EIF5A
P63244	RACK1_HUMAN	RACK1 GNB2L1 HLC7 PIG21
P63261	ACTG_HUMAN	ACTG1 ACTG
P63272	SPT4H_HUMAN	SUPT4H1 SPT4H SUPT4H
P63279	UBC9_HUMAN	UBE2I UBC9 UBCE9
P67809	YBOX1_HUMAN	YBX1 NSEP1 YB1
P67870	CSK2B_HUMAN	CSNK2B CK2N G5A
P68036	UB2L3_HUMAN	UBE2L3 UBCE7 UBCH7
P68104	EF1A1_HUMAN	EEF1A1 EEF1A EF1A LENG7
P68371	TBB4B_HUMAN	TUBB4B TUBB2C
P68400	CSK21_HUMAN	CSNK2A1 CK2A1
P68402	PA1B2_HUMAN	PAFAH1B2 PAFAHB
P68431	H31_HUMAN	H3C1 H3FA HIST1H3A; H3C2 H3FL HIST1H3B; H3C3 H3FC HIST1H3C; H3C4 H3FB HIST1H3D; H3C6 H3FD HIST1H3E; H3C7 H3FI HIST1H3F; H3C8 H3FH HIST1H3G; H3C10 H3FK HIST1H3H; H3C11 H3FF HIST1H3I; H3C12 H3FJ HIST1H3J
P78310	CXAR_HUMAN	CXADR CAR
P78316	NOP14_HUMAN	NOP14 C4orf9 NOL14 RES4-25
P78317	RNF4_HUMAN	RNF4 SNURF RES4-26
P78337	PITX1_HUMAN	PITX1 BFT PTX1
P78344	IF4G2_HUMAN	EIF4G2 DAP5 OK/SW-cl.75
P78345	RPP38_HUMAN	RPP38
P78347	GTF2I_HUMAN	GTF2I BAP135 WBSCR6
P78348	ASIC1_HUMAN	ASIC1 ACCN2 BNAC2
P78362	SRPK2_HUMAN	SRPK2
P78363	ABCA4_HUMAN	ABCA4 ABCR
P78364	PHC1_HUMAN	PHC1 EDR1 PH1
P78369	CLD10_HUMAN	CLDN10
P78371	TCPB_HUMAN	CCT2 99D8.1 CCTB
P78380	OLR1_HUMAN	OLR1 CLEC8A LOX1
P78381	S35A2_HUMAN	SLC35A2 UGALT UGT UGTL
P78406	RAE1L_HUMAN	RAE1 MRNP41
P78410	BT3A2_HUMAN	BTN3A2 BT3.2 BTF3 BTF4
P78504	JAG1_HUMAN	JAG1 JAGL1
P78527	PRKDC_HUMAN	PRKDC HYRC HYRC1
P78536	ADA17_HUMAN	ADAM17 CSVP TACE
P78537	BL1S1_HUMAN	BLOC1S1 BLOS1 GCN5L1 RT14
P78545	ELF3_HUMAN	ELF3 ERT ESX JEN
P78549	NTH_HUMAN	NTHL1 NTH1 OCTS3
P78563	RED1_HUMAN	ADARB1 ADAR2 DRADA2 RED1
P80217	IN35_HUMAN	IFI35 IFP35
P80297	MT1X_HUMAN	MT1X
P80404	GABT_HUMAN	ABAT GABAT
P80723	BASP1_HUMAN	BASP1 NAP22
P81274	GPSM2_HUMAN	GPSM2 LGN
P82094	TMF1_HUMAN	TMF1 ARA160
P82650	RT22_HUMAN	MRPS22 C3orf5 RPMS22 GK002
P82663	RT25_HUMAN	MRPS25 RPMS25
P82675	RT05_HUMAN	MRPS5
P82909	RT36_HUMAN	MRPS36 DC47
P82912	RT11_HUMAN	MRPS11 RPMS11 HCC2
P82914	RT15_HUMAN	MRPS15 RPMS15 DC37
P82930	RT34_HUMAN	MRPS34
P82933	RT09_HUMAN	MRPS9 RPMS9
P82970	HMGN5_HUMAN	HMGN5 NSBP1
P83111	LACTB_HUMAN	LACTB MRPL56 UNQ843/PRO1781
P83369	LSM11_HUMAN	LSM11
P83436	COG7_HUMAN	COG7 UNQ3082/PRO10013
P83731	RL24_HUMAN	RPL24
P83876	TXN4A_HUMAN	TXNL4A DIM1 TXNL4
P83881	RL36A_HUMAN	RPL36A RPL44 GIG15 MIG6
P83916	CBX1_HUMAN	CBX1 CBX
P84022	SMAD3_HUMAN	SMAD3 MADH3
P84243	H33_HUMAN	H3-3A H3.3A H3F3 H3F3A PP781; H3-3B H3.3B H3F3B
P84996	ALEX_HUMAN	GNAS GNAS1
P85037	FOXK1_HUMAN	FOXK1 MNF
P86790	CCZ1B_HUMAN	CCZ1B C7orf28B
P86791	CCZ1_HUMAN	CCZ1 C7orf28A CGI-43
P98082	DAB2_HUMAN	DAB2 DOC2
P98161	PKD1_HUMAN	PKD1
P98170	XIAP_HUMAN	XIAP API3 BIRC4 IAP3
P98172	EFNB1_HUMAN	EFNB1 EFL3 EPLG2 LERK2
P98175	RBM10_HUMAN	RBM10 DXS8237E GPATC9 GPATCH9 KIAA0122
P98177	FOXO4_HUMAN	FOXO4 AFX AFX1 MLLT7
P98179	RBM3_HUMAN	RBM3 RNPL
P98194	AT2C1_HUMAN	ATP2C1 KIAA1347 PMR1L HUSSY-28
P98196	AT11A_HUMAN	ATP11A ATPIH ATPIS KIAA1021
P98198	AT8B2_HUMAN	ATP8B2 ATPID KIAA1137
P99999	CYC_HUMAN	CYCS CYC
Q00013	EM55_HUMAN	MPP1 DXS552E EMP55
Q00059	TFAM_HUMAN	TFAM TCF6 TCF6L2
Q00325	MPCP_HUMAN	SLC25A3 PHC OK/SW-cl.48
Q00341	VIGLN_HUMAN	HDLBP HBP VGL
Q00403	TF2B_HUMAN	GTF2B TF2B TFIIB
Q00534	CDK6_HUMAN	CDK6 CDKN6
Q00535	CDK5_HUMAN	CDK5 CDKN5
Q00536	CDK16_HUMAN	CDK16 PCTAIRE1 PCTK1
Q00577	PURA_HUMAN	PURA PUR1
Q00597	FANCC_HUMAN	FANCC FAC FACC
Q00610	CLH1_HUMAN	CLTC CLH17 CLTCL2 KIAA0034
Q00613	HSF1_HUMAN	HSF1 HSTF1
Q00653	NFKB2_HUMAN	NFKB2 LYT10
Q00839	HNRPU_HUMAN	HNRNPU C1orf199 HNRPU SAFA U21.1
Q00978	IRF9_HUMAN	IRF9 ISGF3G
Q00987	MDM2_HUMAN	MDM2
Q00994	BEX3_HUMAN	BEX3 DXS6984E NADE NGFRAP1
Q01082	SPTB2_HUMAN	SPTBN1 SPTB2
Q01094	E2F1_HUMAN	E2F1 RBBP3
Q01105	SET_HUMAN	SET
Q01130	SRSF2_HUMAN	SRSF2 SFRS2
Q01167	FOXK2_HUMAN	FOXK2 ILF ILF1
Q01196	RUNX1_HUMAN	RUNX1 AML1 CBFA2
Q01201	RELB_HUMAN	RELB
Q01433	AMPD2_HUMAN	AMPD2
Q01453	PMP22_HUMAN	PMP22 GAS3
Q01469	FABP5_HUMAN	FABP5
Q01484	ANK2_HUMAN	ANK2 ANKB
Q01538	MYT1_HUMAN	MYT1 KIAA0835 KIAA1050 MTF1 MYTI PLPB1
Q01543	FLI1_HUMAN	FLI1
Q01546	K22O_HUMAN	KRT76 KRT2B KRT2P
Q01628	IFM3_HUMAN	IFITM3
Q01650	LAT1_HUMAN	SLC7A5 CD98LC LAT1 MPE16
Q01658	NC2B_HUMAN	DR1
Q01664	TFAP4_HUMAN	TFAP4 BHLHC41
Q01726	MSHR_HUMAN	MC1R MSHR
Q01780	EXOSX_HUMAN	EXOSC10 PMSCL PMSCL2 RRP6
Q01813	PFKAP_HUMAN	PFKP PFKF
Q01814	AT2B2_HUMAN	ATP2B2 PMCA2
Q01826	SATB1_HUMAN	SATB1
Q01831	XPC_HUMAN	XPC XPCC
Q01844	EWS_HUMAN	EWSR1 EWS
Q01860	PO5F1_HUMAN	POU5F1 OCT3 OCT4 OTF3
Q01955	CO4A3_HUMAN	COL4A3
Q01959	SC6A3_HUMAN	SLC6A3 DAT1
Q01968	OCRL_HUMAN	OCRL OCRL1
Q01973	ROR1_HUMAN	ROR1 NTRKR1
Q02040	AK17A_HUMAN	AKAP17A CXYorf3 DXYS155E SFRS17A XE7
Q02078	MEF2A_HUMAN	MEF2A MEF2
Q02083	NAAA_HUMAN	NAAA ASAHL PLT
Q02086	SP2_HUMAN	SP2 KIAA0048
Q02094	RHAG_HUMAN	RHAG RH50
Q02127	PYRD_HUMAN	DHODH
Q02156	KPCE_HUMAN	PRKCE PKCE
Q02218	ODO1_HUMAN	OGDH
Q02224	CENPE_HUMAN	CENPE
Q02241	KIF23_HUMAN	KIF23 KNSL5 MKLP1
Q02252	MMSA_HUMAN	ALDH6A1 MMSDH
Q02318	CP27A_HUMAN	CYP27A1 CYP27
Q02338	BDH_HUMAN	BDH1 BDH SDR9C1
Q02363	ID2_HUMAN	ID2 BHLHB26
Q02383	SEMG2_HUMAN	SEMG2
Q02410	APBA1_HUMAN	APBA1 MINT1 X11
Q02446	SP4_HUMAN	SP4
Q02487	DSC2_HUMAN	DSC2 CDHF2 DSC3
Q02548	PAX5_HUMAN	PAX5
Q02556	IRF8_HUMAN	IRF8 ICSBP1
Q02643	GHRHR_HUMAN	GHRHR
Q02750	MP2K1_HUMAN	MAP2K1 MEK1 PRKMK1
Q02763	TIE2_HUMAN	TEK TIE2 VMCM VMCM1
Q02790	FKBP4_HUMAN	FKBP4 FKBP52
Q02878	RL6_HUMAN	RPL6 TXREB1
Q02880	TOP2B_HUMAN	TOP2B
Q02952	AKA12_HUMAN	AKAP12 AKAP250
Q02962	PAX2_HUMAN	PAX2
Q02978	M2OM_HUMAN	SLC25A11 SLC20A4
Q03001	DYST_HUMAN	DST BP230 BP240 BPAG1 DMH DT KIAA0728
Q03013	GSTM4_HUMAN	GSTM4
Q03014	HHEX_HUMAN	HHEX HEX PRH PRHX
Q03111	ENL_HUMAN	MLLT1 ENL LTG19 YEATS1
Q03112	MECOM_HUMAN	MECOM EVI1 MDS1 PRDM3
Q03135	CAV1_HUMAN	CAV1 CAV
Q03164	KMT2A_HUMAN	KMT2A ALL1 CXXC7 HRX HTRX MLL MLL1 TRX1
Q03188	CENPC_HUMAN	CENPC CENPC1 ICEN7
Q03393	PTPS_HUMAN	PTS
Q03405	UPAR_HUMAN	PLAUR MO3 UPAR
Q03426	KIME_HUMAN	MVK
Q03468	ERCC6_HUMAN	ERCC6 CSB
Q03518	TAP1_HUMAN	TAP1 ABCB2 PSF1 RING4 Y3
Q03519	TAP2_HUMAN	TAP2 ABCB3 PSF2 RING11 Y1
Q03923	ZNF85_HUMAN	ZNF85
Q03989	ARI5A_HUMAN	ARID5A MRF1
Q04206	TF65_HUMAN	RELA NFKB3
Q04323	UBXN1_HUMAN	UBXN1 SAKS1
Q04609	FOLH1_HUMAN	FOLH1 FOLH NAALAD1 PSM PSMA GIG27
Q04637	IF4G1_HUMAN	EIF4G1 EIF4F EIF4G EIF4GI
Q04656	ATP7A_HUMAN	ATP7A MC1 MNK
Q04721	NOTC2_HUMAN	NOTCH2
Q04724	TLE1_HUMAN	TLE1
Q04725	TLE2_HUMAN	TLE2
Q04727	TLE4_HUMAN	TLE4 GRG4 KIAA1261
Q04741	EMX1_HUMAN	EMX1
Q04760	LGUL_HUMAN	GLO1
Q04828	AK1C1_HUMAN	AKR1C1 DDH DDH1
Q04837	SSBP_HUMAN	SSBP1 SSBP
Q04900	MUC24_HUMAN	CD164
Q04917	1433F_HUMAN	YWHAH YWHA1
Q04941	PLP2_HUMAN	PLP2 A4
Q05066	SRY_HUMAN	SRY TDF
Q05084	ICA69_HUMAN	ICA1
Q05193	DYN1_HUMAN	DNM1 DNM
Q05195	MAD1_HUMAN	MXD1 MAD
Q05397	FAK1_HUMAN	PTK2 FAK FAK1
Q05469	LIPS_HUMAN	LIPE
Q05481	ZNF91_HUMAN	ZNF91
Q05513	KPCZ_HUMAN	PRKCZ PKC2
Q05516	ZBT16_HUMAN	ZBTB16 PLZF ZNF145
Q05586	NMDZ1_HUMAN	GRIN1 NMDAR1
Q05655	KPCD_HUMAN	PRKCD
Q05682	CALD1_HUMAN	CALD1 CAD CDM
Q05923	DUS2_HUMAN	DUSP2 PAC1
Q05925	HME1_HUMAN	EN1
Q05932	FOLC_HUMAN	FPGS
Q06124	PTN11_HUMAN	PTPN11 PTP2C SHPTP2
Q06136	KDSR_HUMAN	KDSR FVT1 SDR35C1
Q06187	BTK_HUMAN	BTK AGMX1 ATK BPK
Q06265	EXOS9_HUMAN	EXOSC9 PMSCL1
Q06278	AOXA_HUMAN	AOX1 AO
Q06330	SUH_HUMAN	RBPJ IGKJRB IGKJRB1 RBPJK RBPSUH
Q06413	MEF2C_HUMAN	MEF2C
Q06481	APLP2_HUMAN	APLP2 APPL2
Q06495	NPT2A_HUMAN	SLC34A1 NPT2 SLC17A2
Q06520	ST2A1_HUMAN	SULT2A1 HST STD
Q06546	GABPA_HUMAN	GABPA E4TF1A
Q06547	GABP1_HUMAN	GABPB1 E4TF1B GABPB GABPB2
Q06587	RING1_HUMAN	RING1 RNF1
Q06609	RAD51_HUMAN	RAD51 RAD51A RECA
Q06710	PAX8_HUMAN	PAX8
Q06787	FMR1_HUMAN	FMR1
Q06830	PRDX1_HUMAN	PRDX1 PAGA PAGB TDPX2
Q06945	SOX4_HUMAN	SOX4
Q07001	ACHD_HUMAN	CHRND ACHRD
Q07020	RL18_HUMAN	RPL18
Q07021	C1QBP_HUMAN	C1QBP GC1QBP HABP1 SF2P32
Q07065	CKAP4_HUMAN	CKAP4
Q07075	AMPE_HUMAN	ENPEP
Q07157	ZO1_HUMAN	TJP1 ZO1
Q07352	TISB_HUMAN	ZFP36L1 BERG36 BRF1 ERF1 RNF162B TIS11B
Q07617	SPAG1_HUMAN	SPAG1
Q07666	KHDR1_HUMAN	KHDRBS1 SAM68
Q07812	BAX_HUMAN	BAX BCL2L4
Q07817	B2CL1_HUMAN	BCL2L1 BCL2L BCLX
Q07820	MCL1_HUMAN	MCL1 BCL2L3
Q07864	DPOE1_HUMAN	POLE POLE1
Q07869	PPARA_HUMAN	PPARA NR1C1 PPAR
Q07912	ACK1_HUMAN	TNK2 ACK1
Q07955	SRSF1_HUMAN	SRSF1 ASF SF2 SF2P33 SFRS1 OK/SW-cl.3
Q07973	CP24A_HUMAN	CYP24A1 CYP24
Q08116	RGS1_HUMAN	RGS1 1R20 BL34 IER1
Q08117	TLE5_HUMAN	TLE5 AES GRG GRG5
Q08174	PCDH1_HUMAN	PCDH1
Q08209	PP2BA_HUMAN	PPP3CA CALNA CNA
Q08211	DHX9_HUMAN	DHX9 DDX9 LKP NDH2
Q08257	QOR_HUMAN	CRYZ
Q08378	GOGA3_HUMAN	GOLGA3
Q08379	GOGA2_HUMAN	GOLGA2
Q08426	ECHP_HUMAN	EHHADH ECHD
Q08495	DEMA_HUMAN	DMTN DMT EPB49
Q08499	PDE4D_HUMAN	PDE4D DPDE3
Q08752	PPID_HUMAN	PPID CYP40 CYPD
Q08828	ADCY1_HUMAN	ADCY1
Q08999	RBL2_HUMAN	RBL2 RB2
Q08AD1	CAMP2_HUMAN	CAMSAP2 CAMSAP1L1 KIAA1078
Q08AE8	SPIR1_HUMAN	SPIRE1 KIAA1135 SPIR1
Q08AG7	MZT1_HUMAN	MZT1 C13orf37 MOZART1
Q08J23	NSUN2_HUMAN	NSUN2 SAKI TRM4
Q09028	RBBP4_HUMAN	RBBP4 RBAP48
Q09161	NCBP1_HUMAN	NCBP1 CBP80 NCBP
Q09472	EP300_HUMAN	EP300 P300
Q09666	AHNK_HUMAN	AHNAK PM227
Q0GE19	NTCP7_HUMAN	SLC10A7 C4orf13 P7 PSEC0051
Q0P6D6	CCD15_HUMAN	CCDC15
Q0PNE2	ELP6_HUMAN	ELP6 ATP1 C3orf75 TMEM103
Q0VAQ4	SMAGP_HUMAN	SMAGP
Q0VD86	INCA1_HUMAN	INCA1 HSD45
Q0VDF9	HSP7E_HUMAN	HSPA14 HSP60 HSP70L1
Q0VG06	FP100_HUMAN	FAAP100 C17orf70
Q0VGL1	LTOR4_HUMAN	LAMTOR4 C7orf59
Q10469	MGAT2_HUMAN	MGAT2
Q10471	GALT2_HUMAN	GALNT2
Q10567	AP1B1_HUMAN	AP1B1 ADTB1 BAM22 CLAPB2
Q10589	BST2_HUMAN	BST2
Q10713	MPPA_HUMAN	PMPCA INPP5E KIAA0123 MPPA
Q12765	SCRN1_HUMAN	SCRN1 KIAA0193
Q12772	SRBP2_HUMAN	SREBF2 BHLHD2 SREBP2
Q12774	ARHG5_HUMAN	ARHGEF5 TIM
Q12778	FOXO1_HUMAN	FOXO1 FKHR FOXO1A
Q12788	TBL3_HUMAN	TBL3 SAZD
Q12789	TF3C1_HUMAN	GTF3C1
Q12792	TWF1_HUMAN	TWF1 PTK9
Q12794	HYAL1_HUMAN	HYAL1 LUCA1
Q12797	ASPH_HUMAN	ASPH BAH
Q12798	CETN1_HUMAN	CETN1 CEN1 CETN
Q12800	TFCP2_HUMAN	TFCP2 LSF SEF
Q12802	AKP13_HUMAN	AKAP13 BRX HT31 LBC
Q12809	KCNH2_HUMAN	KCNH2 ERG ERG1 HERG
Q12824	SNF5_HUMAN	SMARCB1 BAF47 INI1 SNF5L1
Q12830	BPTF_HUMAN	BPTF FAC1 FALZ
Q12834	CDC20_HUMAN	CDC20
Q12837	PO4F2_HUMAN	POU4F2 BRN3B
Q12846	STX4_HUMAN	STX4 STX4A
Q12849	GRSF1_HUMAN	GRSF1
Q12857	NFIA_HUMAN	NFIA KIAA1439
Q12873	CHD3_HUMAN	CHD3
Q12874	SF3A3_HUMAN	SF3A3 SAP61
Q12879	NMDE1_HUMAN	GRIN2A NMDAR2A
Q12882	DPYD_HUMAN	DPYD
Q12884	SEPR_HUMAN	FAP
Q12887	COX10_HUMAN	COX10
Q12888	TP53B_HUMAN	TP53BP1
Q12891	HYAL2_HUMAN	HYAL2 LUCA2
Q12893	TM115_HUMAN	TMEM115 PL6 LUCA11.2
Q12894	IFRD2_HUMAN	IFRD2
Q12904	AIMP1_HUMAN	AIMP1 EMAP2 SCYE1
Q12905	ILF2_HUMAN	ILF2 NF45 PRO3063
Q12906	ILF3_HUMAN	ILF3 DRBF MPHOSPH4 NF90
Q12907	LMAN2_HUMAN	LMAN2 C5orf8
Q12913	PTPRJ_HUMAN	PTPRJ DEP1
Q12923	PTN13_HUMAN	PTPN13 PNP1 PTP1E PTPL1
Q12931	TRAP1_HUMAN	TRAP1 HSP75
Q12933	TRAF2_HUMAN	TRAF2 TRAP3
Q12947	FOXF2_HUMAN	FOXF2 FKHL6 FREAC2
Q12948	FOXC1_HUMAN	FOXC1 FKHL7 FREAC3
Q12951	FOXI1_HUMAN	FOXI1 FKHL10 FREAC6
Q12955	ANK3_HUMAN	ANK3
Q12959	DLG1_HUMAN	DLG1
Q12962	TAF10_HUMAN	TAF10 TAF2A TAF2H TAFII30
Q12967	GNDS_HUMAN	RALGDS KIAA1308 RGF
Q12968	NFAC3_HUMAN	NFATC3 NFAT4
Q12981	SEC20_HUMAN	BNIP1 NIP1 SEC20L TRG8
Q12983	BNIP3_HUMAN	BNIP3 NIP3
Q12986	NFX1_HUMAN	NFX1 NFX2
Q12988	HSPB3_HUMAN	HSPB3 HSP27 HSPL27
Q13009	TIAM1_HUMAN	TIAM1
Q13015	AF1Q_HUMAN	MLLT11 AF1Q
Q13017	RHG05_HUMAN	ARHGAP5 RHOGAP5
Q13021	MALL_HUMAN	MALL BENE
Q13029	PRDM2_HUMAN	PRDM2 KMT8 RIZ
Q13033	STRN3_HUMAN	STRN3 GS2NA SG2NA
Q13042	CDC16_HUMAN	CDC16 ANAPC6
Q13043	STK4_HUMAN	STK4 KRS2 MST1
Q13045	FLII_HUMAN	FLII FLIL
Q13057	COASY_HUMAN	COASY PSEC0106
Q13061	TRDN_HUMAN	TRDN
Q13084	RM28_HUMAN	MRPL28 MAAT1
Q13085	ACACA_HUMAN	ACACA ACAC ACC1 ACCA
Q13094	LCP2_HUMAN	LCP2
Q13099	IFT88_HUMAN	IFT88 TG737 TTC10
Q13107	UBP4_HUMAN	USP4 UNP UNPH
Q13115	DUS4_HUMAN	DUSP4 MKP2 VH2
Q13123	RED_HUMAN	IK RED RER
Q13126	MTAP_HUMAN	MTAP MSAP
Q13127	REST_HUMAN	REST NRSF XBR
Q13131	AAPK1_HUMAN	PRKAA1 AMPK1
Q13133	NR1H3_HUMAN	NR1H3 LXRA
Q13136	LIPA1_HUMAN	PPFIA1 LIP1
Q13137	CACO2_HUMAN	CALCOCO2 NDP52
Q13144	EI2BE_HUMAN	EIF2B5 EIF2BE
Q13145	BAMBI_HUMAN	BAMBI NMA
Q13148	TADBP_HUMAN	TARDBP TDP43
Q13153	PAK1_HUMAN	PAK1
Q13155	AIMP2_HUMAN	AIMP2 JTV1 PRO0992
Q13156	RFA4_HUMAN	RPA4
Q13158	FADD_HUMAN	FADD MORT1 GIG3
Q13162	PRDX4_HUMAN	PRDX4
Q13164	MK07_HUMAN	MAPK7 BMK1 ERK5 PRKM7
Q13177	PAK2_HUMAN	PAK2
Q13185	CBX3_HUMAN	CBX3
Q13190	STX5_HUMAN	STX5 STX5A
Q13191	CBLB_HUMAN	CBLB RNF56 Nbla00127
Q13207	TBX2_HUMAN	TBX2
Q13216	ERCC8_HUMAN	ERCC8 CKN1 CSA
Q13224	NMDE2_HUMAN	GRIN2B NMDAR2B
Q13227	GPS2_HUMAN	GPS2
Q13228	SBP1_HUMAN	SELENBP1 SBP
Q13242	SRSF9_HUMAN	SRSF9 SFRS9 SRP30C
Q13243	SRSF5_HUMAN	SRSF5 HRS SFRS5 SRP40
Q13257	MD2L1_HUMAN	MAD2L1 MAD2
Q13258	PD2R_HUMAN	PTGDR
Q13263	TIF1B_HUMAN	TRIM28 KAP1 RNF96 TIF1B
Q13268	DHRS2_HUMAN	DHRS2 SDR25C1
Q13277	STX3_HUMAN	STX3 STX3A
Q13283	G3BP1_HUMAN	G3BP1 G3BP
Q13285	STF1_HUMAN	NR5A1 AD4BP FTZF1 SF1
Q13286	CLN3_HUMAN	CLN3 BTS
Q13287	NMI_HUMAN	NMI
Q13309	SKP2_HUMAN	SKP2 FBXL1
Q13310	PABP4_HUMAN	PABPC4 APP1 PABP4
Q13315	ATM_HUMAN	ATM
Q13325	IFIT5_HUMAN	IFIT5 ISG58 RI58
Q13330	MTA1_HUMAN	MTA1
Q13332	PTPRS_HUMAN	PTPRS
Q13351	KLF1_HUMAN	KLF1 EKLF
Q13356	PPIL2_HUMAN	PPIL2
Q13362	2A5G_HUMAN	PPP2R5C KIAA0044
Q13363	CTBP1_HUMAN	CTBP1 CTBP
Q13393	PLD1_HUMAN	PLD1
Q13402	MYO7A_HUMAN	MYO7A USH1B
Q13405	RM49_HUMAN	MRPL49 C11orf4 NOF1 OK/SW-cl.67
Q13409	DC1I2_HUMAN	DYNC1I2 DNCI2 DNCIC2
Q13415	ORC1_HUMAN	ORC1 ORC1L PARC1
Q13416	ORC2_HUMAN	ORC2 ORC2L
Q13418	ILK_HUMAN	ILK ILK1 ILK2
Q13422	IKZF1_HUMAN	IKZF1 IK1 IKAROS LYF1 ZNFN1A1
Q13423	NNTM_HUMAN	NNT
Q13426	XRCC4_HUMAN	XRCC4
Q13427	PPIG_HUMAN	PPIG
Q13428	TCOF_HUMAN	TCOF1
Q13432	U119A_HUMAN	UNC119 RG4
Q13433	S39A6_HUMAN	SLC39A6 LIV1 ZIP6
Q13435	SF3B2_HUMAN	SF3B2 SAP145
Q13438	OS9_HUMAN	OS9
Q13439	GOGA4_HUMAN	GOLGA4
Q13442	HAP28_HUMAN	PDAP1 HASPP28
Q13445	TMED1_HUMAN	TMED1 IL1RL1L IL1RL1LG
Q13449	LSAMP_HUMAN	LSAMP IGLON3 LAMP
Q13459	MYO9B_HUMAN	MYO9B MYR5
Q13469	NFAC2_HUMAN	NFATC2 NFAT1 NFATP
Q13485	SMAD4_HUMAN	SMAD4 DPC4 MADH4
Q13487	SNPC2_HUMAN	SNAPC2 SNAP45
Q13489	BIRC3_HUMAN	BIRC3 API2 MIHC RNF49
Q13490	BIRC2_HUMAN	BIRC2 API1 MIHB RNF48
Q13492	PICAL_HUMAN	PICALM CALM
Q13495	MAMD1_HUMAN	MAMLD1 CG1 CXorf6
Q13496	MTM1_HUMAN	MTM1 CG2
Q13501	SQSTM_HUMAN	SQSTM1 ORCA OSIL
Q13509	TBB3_HUMAN	TUBB3 TUBB4
Q13510	ASAH1_HUMAN	ASAH1 ASAH HSD-33 HSD33
Q13526	PIN1_HUMAN	PIN1
Q13535	ATR_HUMAN	ATR FRP1
Q13541	4EBP1_HUMAN	EIF4EBP1
Q13546	RIPK1_HUMAN	RIPK1 RIP RIP1
Q13547	HDAC1_HUMAN	HDAC1 RPD3L1
Q13561	DCTN2_HUMAN	DCTN2 DCTN50
Q13562	NDF1_HUMAN	NEUROD1 BHLHA3 NEUROD
Q13563	PKD2_HUMAN	PKD2 TRPP2
Q13568	IRF5_HUMAN	IRF5
Q13569	TDG_HUMAN	TDG
Q13573	SNW1_HUMAN	SNW1 SKIIP SKIP
Q13574	DGKZ_HUMAN	DGKZ DAGK6
Q13585	MTR1L_HUMAN	GPR50
Q13586	STIM1_HUMAN	STIM1 GOK
Q13595	TRA2A_HUMAN	TRA2A
Q13596	SNX1_HUMAN	SNX1
Q13601	KRR1_HUMAN	KRR1 HRB2
Q13608	PEX6_HUMAN	PEX6 PXAAA1
Q13610	PWP1_HUMAN	PWP1
Q13614	MTMR2_HUMAN	MTMR2 KIAA1073
Q13620	CUL4B_HUMAN	CUL4B KIAA0695
Q13625	ASPP2_HUMAN	TP53BP2 ASPP2 BBP
Q13627	DYR1A_HUMAN	DYRK1A DYRK MNB MNBH
Q13635	PTC1_HUMAN	PTCH1 PTCH
Q13637	RAB32_HUMAN	RAB32
Q13642	FHL1_HUMAN	FHL1 SLIM1
Q13651	I10R1_HUMAN	IL10RA IL10R
Q13671	RIN1_HUMAN	RIN1
Q13685	AAMP_HUMAN	AAMP
Q13686	ALKB1_HUMAN	ALKBH1 ABH ABH1 ALKBH
Q13698	CAC1S_HUMAN	CACNA1S CACH1 CACN1 CACNL1A3
Q13702	RAPSN_HUMAN	RAPSN RNF205
Q13724	MOGS_HUMAN	MOGS GCS1
Q13761	RUNX3_HUMAN	RUNX3 AML2 CBFA3 PEBP2A3
Q13769	THOC5_HUMAN	THOC5 C22orf19 KIAA0983
Q13794	APR_HUMAN	PMAIP1 NOXA
Q13795	ARFRP_HUMAN	ARFRP1 ARP1
Q13823	NOG2_HUMAN	GNL2 NGP1
Q13829	BACD2_HUMAN	TNFAIP1 BACURD2 EDP1
Q13835	PKP1_HUMAN	PKP1
Q13838	DX39B_HUMAN	DDX39B BAT1 UAP56
Q13867	BLMH_HUMAN	BLMH
Q13868	EXOS2_HUMAN	EXOSC2 RRP4
Q13873	BMPR2_HUMAN	BMPR2 PPH1
Q13882	PTK6_HUMAN	PTK6 BRK
Q13885	TBB2A_HUMAN	TUBB2A TUBB2
Q13886	KLF9_HUMAN	KLF9 BTEB BTEB1
Q13887	KLF5_HUMAN	KLF5 BTEB2 CKLF IKLF
Q13888	TF2H2_HUMAN	GTF2H2 BTF2P44
Q13889	TF2H3_HUMAN	GTF2H3
Q13895	BYST_HUMAN	BYSL ENP1
Q13901	C1D_HUMAN	C1D
Q13907	IDI1_HUMAN	IDI1
Q13936	CAC1C_HUMAN	CACNA1C CACH2 CACN2 CACNL1A1 CCHL1A1
Q13939	CALI_HUMAN	CCIN
Q13948	CASP_HUMAN	CUX1 CUTL1
Q13950	RUNX2_HUMAN	RUNX2 AML3 CBFA1 OSF2 PEBP2A
Q13952	NFYC_HUMAN	NFYC
Q13976	KGP1_HUMAN	PRKG1 PRKG1B PRKGR1A PRKGR1B
Q14003	KCNC3_HUMAN	KCNC3
Q14004	CDK13_HUMAN	CDK13 CDC2L CDC2L5 CHED KIAA1791
